全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
122033,,市川市,ミニストップ市川若宮店,ﾐﾆｽﾄｯﾌﾟｲﾁｶﾜﾜｶﾐﾔﾃﾝ,,,,千葉県市川市若宮3丁目54?4,千葉県,市川市,若宮3丁目,54?4,,35.72599498,139.9516794,,,店舗内,(047)338-7362,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブンかけまま店,ｾﾌﾞﾝｲﾚﾌﾞﾝｶｹﾏﾏﾃﾝ,,,,千葉県市川市欠真間2丁目18-23,千葉県,市川市,欠真間2丁目,18-23,,35.67916126,139.9034241,,,店舗内,(047)359-0961,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南行徳駅前店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐｷﾞｮｳﾄｸｴｷﾏｴﾃﾝ,,,,千葉県市川市南行徳1丁目20-13,千葉県,市川市,南行徳1丁目,20-13,,35.67196391,139.9018617,,,店舗内,(047)397-0308,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ミニストップ市川東高校前店,ﾐﾆｽﾄｯﾌﾟｲﾁｶﾜﾋｶﾞｼｺｳｺｳﾏｴﾃﾝ,,,,千葉県市川市北方町4丁目2159-1,千葉県,市川市,北方町4丁目,Jan-59,,35.73560097,139.9576662,,,店舗内,(047)303-0026,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ミニストップ市川富浜店,ﾐﾆｽﾄｯﾌﾟｲﾁｶﾜﾄﾐﾊﾏﾃﾝ,,,,千葉県市川市富浜2丁目17-8,千葉県,市川市,富浜2丁目,8月17日,,35.68719334,139.9241055,,,店舗内,(047)307-0550,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ミニストップ行徳駅前一丁目店,ﾐﾆｽﾄｯﾌﾟｷﾞｮｳﾄｸｴｷﾏｴｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市行徳駅前1丁目11-1,千葉県,市川市,行徳駅前1丁目,11月1日,,35.68220722,139.9178092,,,店舗内,(047)395-5880,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ミニストップ東菅野二丁目店,ﾐﾆｽﾄｯﾌﾟﾋｶﾞｼｽｶﾞﾉﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市東菅野2丁目13-21,千葉県,市川市,東菅野2丁目,13-21,,35.733151,139.9284422,,,店舗内,(047)324-1930,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川新田三丁目南店,ﾛｰｿﾝｲﾁｶﾜｼﾝﾃﾞﾝｻﾝﾁｮｳﾒﾐﾅﾐﾃﾝ,,,,千葉県市川市新田3丁目27-7,千葉県,市川市,新田3丁目,7月27日,,35.72257886,139.9100461,,,店舗内,(047)329-2766,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソンストア100市川南八幡三丁目店,ﾛｰｿﾝｽﾄｱﾋｬｸｲﾁｶﾜﾐﾅﾐﾔﾜﾀｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市南八幡3丁目23-20,千葉県,市川市,南八幡3丁目,23-20,,35.716565,129.925207,,,店舗内,(047)378-7785,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川行徳橋店,ﾛｰｿﾝｲﾁｶﾜｷﾞｮｳﾄｸﾊﾞｼﾃﾝ,,,,千葉県市川市河原7-17,千葉県,市川市,河原,7-1,,35.699533,139.921538,,,店舗内,(047)356-6702,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川大野店,ﾛｰｿﾝｲﾁｶﾜｵｵﾉﾃﾝ,,,,千葉県市川市大野町2丁目565-1,千葉県,市川市,大野町2丁目,565-1,,35.751752,139.946662,,,店舗内,(047)303-1710,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン国府台駅前店,ﾛｰｿﾝｺｳﾉﾀﾞｲｴｷﾏｴﾃﾝ,,,,千葉県市川市市川3丁目26-13-101,千葉県,市川市,市川3丁目,26-13-101,,35.736681,139.902397,,,店舗内,(047)312-6800,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川東菅野五丁目店,ﾛｰｿﾝｲﾁｶﾜﾋｶﾞｼｽｶﾞﾉｺﾞﾁｮｳﾒﾃﾝ,,,,千葉県市川市東菅野5丁目22-17,千葉県,市川市,東菅野5丁目,22-17,,35.736843,139.949994,,,店舗内,(047)338-0667,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
